Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
Bespoke 4-Door Flex Refrigerator Bottom Panel,pale turquoise,Default,RA-F18DBBCM/AA,Not Available,Not Available,Not Applicable,None,None,1,16,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-bottom-18-cu-ft-cloudblue-ra-f18dbbcm-aa/
Bespoke 4-Door Flex Refrigerator Bottom Panel,dark gray,Default,RA-F18DBB31/AA,Not Available,Not Available,Not Applicable,None,None,1,16,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rf9000a-ra-f18dbb31-aa/
Bespoke 4-Door Flex Refrigerator Bottom Panel,navy,Default,RA-F18DBBQN/AA,Not Available,Not Available,Not Applicable,None,None,1,16,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rf9000a-ra-f18dbbqn-aa/
Bespoke 4-Door Flex Refrigerator Bottom Panel,mocha gray,Default,RA-F18DBB33/AA,Not Available,Not Available,Not Applicable,None,None,1,16,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-bottom-18-cu-ft-mochagray-ra-f18dbb33-aa/
Bespoke 4-Door Flex Refrigerator Bottom Panel,green,Default,RA-F18DBBQG/AA,Not Available,Not Available,Not Applicable,None,None,1,16,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-bottom-18-cu-ft-green-ra-f18dbbqg-aa/
Bespoke 4-Door Flex Refrigerator Bottom Panel,black,Default,RA-F18DBBMT/AA,Not Available,Not Available,Not Applicable,None,None,1,16,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-panels--rf9000a-ra-f18dbbmt-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,white,Default,RA-F18DUU12/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-white-ra-f18duu12-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,pink,Default,RA-F18DUUP0/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-pink-ra-f18duup0-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,orange,Default,RA-F18DUUCH/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-orange-ra-f18duuch-aa/
Bespoke 4-Door Flex Refrigerator Upper Panel,vivid lemon,Default,RA-F18DUUC0/AA,Not Available,Not Available,Not Applicable,None,None,2.3,11,In Stock,https://www.samsung.com/ca/home-appliance-accessories/bespoke-door-panel-4d-flex-upper-18-cu-ft-vividlemon-ra-f18duuc0-aa/
