Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
7.5 cu.ft Electric Dryer with Multi Steam and Steam Sanitiz...,white,7.5 cu.ft.,DVE45B6305W/AC,"$1,049.99",Not Available,From $33.87/mo for 36 mos,None,None,4.7,693,In Stock,https://www.samsung.com/ca/laundry/dryers/dv6300b-dryer-multi-steam-steam-sanitize-flexible-installation-7-5-cu-ft-white-dve45b6305w-ac/
7.5 cu.ft Electric Dryer with Multi Steam and Steam Sanitiz...,sand,7.5 cu.ft.,DVE45B6305C/AC,Not Available,Not Available,Not Applicable,None,None,4.7,693,Out of Stock / Unavailable,https://www.samsung.com/ca/laundry/dryers/dv6300b-dryer-multi-steam-steam-sanitize-flexible-installation-7-5-cu-ft-gold-dve45b6305c-ac/
7.5 cu.ft Electric Dryer with Multi Steam and Steam Sanitiz...,gray,7.5 cu.ft.,DVE45B6305P/AC,"$1,149.99",Not Available,From $37.10/mo for 36 mos,None,None,4.7,693,Out of Stock / Unavailable,https://www.samsung.com/ca/laundry/dryers/dv6300b-dryer-multi-steam-steam-sanitize-flexible-installation-7-5-cu-ft-gray-dve45b6305p-ac/
4.0 Cu.Ft. 5000 Series Compact Electric Dryer with Vented D...,white,Default,DV25FG50BVBEAC,"$1,049.99",Not Available,From $33.87/mo for 36 mos,None,None,1,1,In Stock,https://www.samsung.com/ca/laundry/dryers/dv5000f-dryer-sensor-dry-reversible-door-wrinkle-prevent-25kg-white-dv25fg50bvbeac/
7.4 Cu.Ft. 5500 Series Electric Dryer with Steam,white,7.4 cu.ft.,DVE52DG5505WAC,$949.99,Not Available,From $30.65/mo for 36 mos,None,None,4.6,190,In Stock,https://www.samsung.com/ca/laundry/dryers/dv5500a-7-4-cu-ft-white-dve52dg5505wac/
7.5 Cu.Ft. Electric Dryer with Steam Sanitize+,dark gray,7.5 cu.ft.,DVE45T6100P/AC,$999.99,Not Available,From $32.26/mo for 36 mos,None,None,4.4,36,In Stock,https://www.samsung.com/ca/laundry/dryers/electric-7-5-cu-ft-inox-dve45t6100p-ac/
7.4 cu. ft. 7155 Series Smart Electric Dryer with Pet Care ...,navy,7.4 cu.ft.,DVE54CG7155DAC,"$1,099.99",Not Available,From $35.49/mo for 36 mos,None,None,4.8,12,In Stock,https://www.samsung.com/ca/laundry/dryers/dv7150c-dryer-steam-sanitize-7-4-cu-ft-navy-dve54cg7155dac/
4.0 Cu.Ft. 6000 Series Compact Electric Dryer with SmartDia...,black,Default,DV25FG60BVBBAC,"$1,099.99",Not Available,From $35.48/mo for 36 mos,None,None,4.9,10,In Stock,https://www.samsung.com/ca/laundry/dryers/dv6000f-dryer-ai-control-sensor-dry-reversible-door-25kg-black-dv25fg60bvbbac/
4.0 Cu.Ft. 5000 Series Compact Electric Dryer with Heat Pum...,white,Default,DV25FG50B0BEAC,"$1,149.99",Not Available,From $37.10/mo for 36 mos,None,None,Not Rated,0,In Stock,https://www.samsung.com/ca/laundry/dryers/dv5000f-dry-heat-pump-technology-reversible-door-wrinkle-prevent-25kg-white-dv25fg50b0beac/
6.2 cu. ft. 7150 Series Top Load Washer with Pet Care Solut...,navy,6.2 cu.ft.,WA54CG7150ADA4,"$1,099.99",Not Available,From $35.49/mo for 36 mos,None,None,4.6,394,In Stock,https://www.samsung.com/ca/laundry/washing-machines/wa7150c-top-load-large-capacity-6-2-cu-ft-navy-wa54cg7150ada4/
2.9 Cu.Ft. 6000 Series Compact Front Load Washer with Smart...,black,2.9 cu.ft.,WW25FG6B34BBAC,"$1,099.99",Not Available,From $35.48/mo for 36 mos,None,None,4.9,21,In Stock,https://www.samsung.com/ca/laundry/washing-machines/ww6000f-front-loading-ai-control-ai-energy-mode-super-speed-2-9-cu-ft-black-ww25fg6b34bbac/
2.9 Cu.Ft. Compact Front Load Washer and 4.0 Cu.Ft. Compact...,white,Default,F-5000FHPPAIR,"$2,199.98",Not Available,Not Applicable,None,None,2.6,5,In Stock,https://www.samsung.com/ca/laundry/washing-machines/ww5000f-front-loading-ai-energy-mode-super-speed-spacemax-2-9-cu-ft-white-dv5000f-dry-heat-pump-technology-reversible-door-wrinkle-prevent-25kg-white-f-5000fhppair/
6300 Front Load Laundry Pair with Stacking Kit in Platinum,platinum silver,Default,F-1691692,"$2,369.97",Not Available,Not Applicable,None,None,4.8,3427,In Stock,https://www.samsung.com/ca/laundry/washing-machines/6300-front-load-laundry-pair-with-stacking-kit-in-platinum-5-2-cu-ft-platinum-f-1691692/
